anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2018,6336,General Lavalle,102.31,82.15,1.78,13.18,0.36,4.02,-4.45,0.64,98.07,82.78,1.93,17.22,0.23,0.99,6.12,7.65,7.83,39.24,2.49,18.71
2019,6336,General Lavalle,98.98,84.12,1.02,15.09,0.0,3.46,0.0,-2.67,100.0,79.59,0.0,20.41,0.0,0.15,4.82,4.6,4.92,36.25,0.0,14.89
2020,6336,General Lavalle,99.2,97.82,0.32,0.0,0.0,0.0,0.48,2.18,100.0,98.86,0.0,1.14,0.0,0.0,4.58,4.7,2.09,36.51,0.16,14.66
2021,6336,General Lavalle,101.3,89.83,2.27,7.59,0.0,0.0,-3.57,2.58,98.39,88.36,1.61,11.64,0.0,0.0,0.86,3.01,1.79,28.07,0.16,8.65
2022,6336,General Lavalle,100.0,87.39,2.47,7.42,1.55,0.0,-4.02,5.19,97.6,83.97,2.4,16.03,0.0,0.0,2.51,6.19,2.16,26.71,0.15,11.13
2012,6315,General Juan Madariaga,95.58,76.72,4.22,15.82,1.14,0.61,-0.95,6.84,95.4,81.74,4.6,18.26,0.04,2.96,3.82,3.74,14.47,32.41,3.9,14.89
2013,6315,General Juan Madariaga,97.58,77.77,2.07,12.95,0.12,0.58,0.24,8.7,98.72,80.04,1.28,19.96,0.0,4.25,3.26,5.52,13.79,32.97,4.05,15.31
2014,6315,General Juan Madariaga,98.53,80.87,1.35,9.75,0.04,0.16,0.08,9.22,98.53,83.36,1.47,16.64,0.11,3.84,2.91,3.49,11.72,32.09,3.5,13.76
2015,6315,General Juan Madariaga,97.29,83.58,2.87,10.79,0.16,0.13,-0.31,5.5,96.91,76.47,3.09,23.53,0.08,2.1,4.37,4.21,9.65,29.29,2.55,12.5
2016,6315,General Juan Madariaga,97.64,82.76,2.05,10.15,0.0,0.08,0.31,7.01,97.59,80.46,2.41,19.54,0.0,1.59,3.81,4.53,9.84,32.39,2.67,12.36
2017,6315,General Juan Madariaga,96.66,80.52,3.58,13.88,0.04,0.48,-0.28,5.12,97.84,81.07,2.16,18.93,0.08,1.85,2.87,4.88,9.23,24.79,2.55,9.4
2018,6315,General Juan Madariaga,94.5,85.9,4.26,10.27,0.0,0.11,1.24,3.72,97.85,84.87,2.15,15.13,0.27,1.57,3.56,3.15,9.76,25.44,2.27,10.2
2019,6315,General Juan Madariaga,95.22,86.59,3.98,7.32,0.2,0.04,0.6,6.05,98.52,81.83,1.48,18.17,0.04,1.03,4.47,4.23,7.88,23.1,1.83,11.96
2020,6315,General Juan Madariaga,100.08,99.75,0.0,0.04,0.0,0.14,-0.08,0.07,100.0,99.78,0.0,0.22,0.04,0.59,5.0,8.31,6.89,24.11,1.21,11.34
2021,6315,General Juan Madariaga,96.68,90.15,4.11,8.56,0.0,0.24,-0.79,1.05,96.92,89.42,3.08,10.58,0.0,0.34,0.6,2.34,5.57,18.86,1.04,7.61
2022,6315,General Juan Madariaga,99.58,89.99,2.64,6.41,0.0,0.0,-2.23,3.6,97.32,84.3,2.68,15.7,0.0,0.1,3.07,2.6,5.79,18.73,1.22,6.38
2012,6343,General Paz,96.5,80.86,2.08,10.11,0.0,2.14,1.41,6.9,98.63,83.64,1.37,16.36,0.0,1.37,5.97,6.09,5.21,33.92,0.67,13.41
2013,6343,General Paz,100.15,79.53,2.82,11.32,0.15,2.85,-3.11,6.3,99.63,83.58,0.37,16.42,0.63,2.96,7.96,8.6,4.97,34.45,0.82,12.6
2014,6343,General Paz,96.42,74.82,3.07,13.93,0.07,0.74,0.44,10.52,99.18,81.25,0.82,18.75,0.21,0.91,6.2,8.13,4.67,30.9,1.09,8.49
2015,6343,General Paz,96.47,75.95,2.94,16.7,0.29,2.09,0.29,5.26,99.78,83.67,0.22,16.33,0.0,1.18,6.66,6.26,3.97,27.4,0.81,7.35
2016,6343,General Paz,96.57,85.54,2.91,10.87,0.07,1.75,0.45,1.84,99.06,85.24,0.94,14.76,0.51,1.54,5.58,10.06,3.21,20.07,0.6,6.05
2017,6343,General Paz,95.77,76.47,3.15,18.78,0.15,1.93,0.92,2.82,98.77,91.95,1.23,8.05,0.0,0.0,7.86,3.59,3.6,25.79,0.23,9.02
2018,6343,General Paz,96.93,80.34,2.7,15.25,0.0,0.0,0.37,4.41,98.92,81.66,1.08,18.34,0.07,0.0,5.85,1.67,5.62,27.4,0.67,9.13
2019,6343,General Paz,96.49,92.55,2.12,9.42,0.0,0.3,1.39,-2.28,100.0,90.93,0.0,9.07,0.0,2.17,6.35,7.88,3.29,23.1,0.44,6.23
2020,6343,General Paz,100.07,97.3,0.29,0.0,0.0,0.0,-0.36,2.7,100.0,99.15,0.0,0.85,0.0,0.0,6.98,5.42,2.44,16.56,0.0,6.22
2021,6343,General Paz,97.89,98.16,1.83,2.43,0.21,0.22,0.07,-0.81,99.14,80.97,0.86,19.03,0.0,0.35,1.14,5.35,2.04,18.68,0.21,6.03
2022,6343,General Paz,98.01,87.16,1.72,9.22,0.27,3.19,0.0,0.44,98.82,81.2,1.18,18.8,0.07,3.38,7.17,5.7,2.34,24.82,0.0,10.09
2012,6351,General Pinto,93.06,80.83,5.04,11.16,0.0,1.32,1.9,6.69,98.83,83.49,1.17,16.51,0.0,2.95,3.26,8.24,9.59,31.44,1.49,11.16
2013,6351,General Pinto,93.63,82.09,4.38,10.16,0.08,1.01,1.9,6.74,99.16,83.94,0.84,16.06,0.0,4.15,4.08,5.4,11.5,30.48,2.15,11.87
2014,6351,General Pinto,96.29,83.04,2.19,7.94,0.0,1.09,1.52,7.94,99.57,83.8,0.43,16.2,0.0,3.63,3.94,5.21,8.52,29.96,0.84,11.21
2015,6351,General Pinto,98.67,78.33,1.86,12.94,0.0,2.06,-0.53,6.67,99.02,79.62,0.98,20.38,0.0,4.25,4.87,4.88,7.09,23.63,1.33,8.82
2016,6351,General Pinto,92.41,80.18,3.84,13.08,0.0,3.77,3.75,2.97,97.64,77.68,2.36,22.32,0.0,5.88,2.42,5.38,5.54,24.78,0.71,9.32
2017,6351,General Pinto,94.81,76.15,3.7,13.37,0.37,0.2,1.11,10.28,98.6,81.56,1.4,18.44,0.18,6.52,4.68,4.93,6.2,24.25,0.19,10.28
2018,6351,General Pinto,93.9,89.75,3.94,9.75,0.19,2.44,1.97,-1.93,99.34,86.52,0.66,13.48,0.18,2.76,4.01,4.77,5.52,20.51,0.28,7.01
2019,6351,General Pinto,95.42,89.99,4.39,7.31,0.1,0.48,0.1,2.21,97.28,89.8,2.72,10.2,0.55,3.01,4.67,5.91,5.65,20.82,0.49,5.84
2020,6351,General Pinto,99.42,100.28,0.1,0.0,0.0,0.19,0.49,-0.47,100.0,97.87,0.0,2.13,0.0,0.19,4.6,3.6,6.13,23.87,0.29,8.08
2021,6351,General Pinto,95.54,91.4,3.76,4.49,0.2,0.65,0.5,3.46,97.75,93.35,2.25,6.65,0.0,0.52,0.68,1.33,4.55,19.07,0.2,4.86
2022,6351,General Pinto,98.42,92.26,2.28,4.23,0.0,0.27,-0.69,3.24,98.26,93.24,1.74,6.76,0.0,2.19,2.2,3.79,4.65,15.3,0.4,3.96
2012,6357,General Pueyrredon,96.46,81.9,3.0,9.07,0.17,0.88,0.37,8.15,96.96,79.76,3.04,20.24,0.22,1.89,4.43,4.12,14.9,35.14,4.1,14.84
2013,6357,General Pueyrredon,97.74,82.95,2.08,9.34,0.07,0.75,0.11,6.96,98.18,80.05,1.82,19.95,0.17,1.47,4.36,3.42,14.02,34.14,3.84,14.13
2014,6357,General Pueyrredon,96.89,85.39,2.07,8.18,0.14,1.06,0.89,5.36,97.81,82.33,2.19,17.67,0.18,1.1,4.46,3.57,11.32,32.76,3.07,13.03
2015,6357,General Pueyrredon,96.59,85.72,2.6,8.28,0.13,1.3,0.68,4.7,97.42,81.41,2.58,18.59,0.21,0.89,4.73,3.22,10.68,31.76,2.79,12.89
2016,6357,General Pueyrredon,96.35,84.99,3.52,9.39,0.14,1.01,-0.01,4.61,97.08,83.37,2.92,16.63,0.23,0.83,4.3,2.85,10.07,31.36,2.55,12.02
2017,6357,General Pueyrredon,95.94,85.69,3.31,9.41,0.14,0.94,0.6,3.96,97.49,83.95,2.51,16.05,0.19,1.02,3.76,2.83,9.84,28.39,2.32,10.44
2018,6357,General Pueyrredon,95.6,87.94,3.35,8.96,0.13,0.68,0.93,2.42,97.82,84.78,2.18,15.22,0.29,0.68,4.55,2.85,9.21,26.9,2.04,10.15
2019,6357,General Pueyrredon,96.29,89.27,2.95,7.59,0.18,0.51,0.58,2.62,97.8,86.07,2.2,13.93,0.16,0.84,4.04,2.64,8.29,27.63,1.62,10.65
2020,6357,General Pueyrredon,100.06,98.86,0.08,0.02,0.17,0.32,-0.31,0.79,99.97,97.57,0.03,2.43,0.08,0.13,4.34,2.88,7.48,26.55,1.37,9.96
2021,6357,General Pueyrredon,96.91,91.89,2.81,4.38,0.33,0.39,-0.05,3.35,98.22,90.51,1.78,9.49,0.1,0.71,2.0,1.22,5.8,22.79,0.96,8.31
2022,6357,General Pueyrredon,97.88,90.91,2.36,5.63,0.12,0.43,-0.36,3.03,97.81,88.65,2.19,11.35,0.07,0.43,4.12,2.45,5.34,20.93,0.86,6.67
2012,6364,General Rodriguez,99.23,80.53,2.75,8.86,0.57,1.51,-2.55,9.1,97.64,81.52,2.36,18.48,0.42,4.16,5.45,7.33,15.88,38.9,4.69,16.51
2013,6364,General Rodriguez,98.92,78.57,1.91,10.29,0.67,2.04,-1.49,9.11,99.0,79.32,1.0,20.68,0.78,3.76,4.72,6.2,14.28,41.28,3.83,18.27
2014,6364,General Rodriguez,99.51,78.77,1.74,11.59,0.36,1.46,-1.62,8.19,99.02,80.91,0.98,19.09,0.41,2.72,4.68,6.12,11.02,38.71,2.75,15.25
2015,6364,General Rodriguez,98.43,82.09,2.63,9.71,0.13,1.97,-1.2,6.23,98.38,80.48,1.62,19.52,0.3,1.51,5.39,5.27,9.13,37.02,2.31,15.09
2016,6364,General Rodriguez,99.08,81.01,3.44,12.37,0.43,1.1,-2.96,5.52,97.45,78.55,2.55,21.45,0.23,1.37,5.04,6.92,7.85,38.12,1.8,14.98
2017,6364,General Rodriguez,96.29,78.25,3.83,14.0,0.24,1.51,-0.36,6.24,97.83,81.01,2.17,18.99,0.5,1.63,4.23,3.86,7.99,33.12,1.72,12.86
2018,6364,General Rodriguez,96.97,84.88,3.51,11.64,0.04,1.8,-0.52,1.68,98.3,82.62,1.7,17.38,0.21,1.21,5.39,5.06,7.69,30.08,1.72,11.56
2019,6364,General Rodriguez,98.59,83.34,2.7,12.02,0.1,0.38,-1.38,4.26,98.49,84.41,1.51,15.59,0.11,1.08,4.67,4.53,7.04,31.4,1.49,12.6
2020,6364,General Rodriguez,101.62,98.44,0.04,0.03,0.0,0.43,-1.66,1.11,100.0,98.12,0.0,1.88,0.13,0.23,3.87,3.41,5.85,30.26,1.14,11.06
2021,6364,General Rodriguez,98.31,90.76,2.38,7.4,0.01,0.78,-0.7,1.06,99.07,92.89,0.93,7.11,0.12,0.14,1.65,1.4,4.63,22.84,0.79,7.36
2022,6364,General Rodriguez,98.95,89.38,1.88,8.18,0.0,0.63,-0.84,1.82,98.32,87.38,1.68,12.62,0.3,0.05,3.04,2.47,4.25,25.31,0.74,8.35
2012,6371,General San Martin,97.18,81.1,2.0,9.66,0.31,1.31,0.51,7.93,97.97,77.83,2.03,22.17,0.69,2.62,3.67,2.86,13.49,40.22,3.67,18.05
2013,6371,General San Martin,97.6,82.84,1.36,9.03,0.14,1.82,0.9,6.31,98.71,79.94,1.29,20.06,0.73,1.74,3.2,3.43,11.3,34.83,3.05,14.57
2014,6371,General San Martin,97.34,83.98,1.5,8.73,0.1,1.11,1.05,6.17,98.48,81.25,1.52,18.75,0.46,1.03,3.25,3.07,9.43,34.19,2.47,14.46
2015,6371,General San Martin,96.81,84.84,2.46,8.42,0.11,1.5,0.61,5.24,97.47,81.45,2.53,18.55,0.49,1.51,3.52,3.34,8.68,33.63,2.13,14.7
2016,6371,General San Martin,94.9,82.68,3.77,10.89,0.21,1.83,1.12,4.59,97.01,77.51,2.99,22.49,0.52,1.26,3.03,2.45,8.68,29.51,2.14,12.8
2017,6371,General San Martin,94.11,83.2,4.72,10.93,0.16,1.79,1.01,4.07,96.93,79.71,3.07,20.29,0.67,1.4,3.0,2.91,8.07,31.97,1.97,12.48
2018,6371,General San Martin,95.17,86.29,3.85,9.32,0.13,0.78,0.86,3.6,97.56,84.85,2.44,15.15,0.47,0.67,3.41,3.2,8.41,27.65,2.19,10.56
2019,6371,General San Martin,94.29,86.62,4.29,9.79,0.19,1.25,1.23,2.34,96.8,84.12,3.2,15.88,0.34,0.5,2.65,2.93,7.91,30.12,1.86,12.85
2020,6371,General San Martin,98.59,99.12,0.08,0.02,0.01,0.26,1.32,0.6,99.95,98.18,0.05,1.82,0.09,0.07,3.35,2.42,8.36,28.17,2.16,11.24
2021,6371,General San Martin,95.31,91.42,3.79,6.57,0.07,0.68,0.83,1.33,96.64,88.79,3.36,11.21,0.2,0.33,1.26,0.92,6.09,22.48,1.64,8.01
2022,6371,General San Martin,93.92,88.86,4.24,7.49,0.04,0.34,1.8,3.3,96.16,86.09,3.84,13.91,0.2,0.37,2.5,2.43,7.94,23.17,1.86,8.19
2012,6385,General Viamonte,93.88,76.72,5.61,14.23,0.23,2.82,0.29,6.23,97.17,75.0,2.83,25.0,0.28,5.09,5.0,6.48,11.78,39.67,2.52,18.62
2013,6385,General Viamonte,97.55,83.03,1.87,8.71,0.0,1.94,0.58,6.32,99.17,82.07,0.83,17.93,0.28,5.21,4.03,4.38,10.84,33.55,2.33,13.23
2014,6385,General Viamonte,95.85,81.6,2.81,11.52,0.0,1.22,1.34,5.66,98.46,77.72,1.54,22.28,0.22,4.92,3.97,5.15,6.72,32.88,1.58,14.54
2015,6385,General Viamonte,97.74,79.96,2.14,8.69,0.0,0.84,0.12,10.51,98.51,80.14,1.49,19.86,0.12,4.98,5.26,4.49,8.64,31.45,1.67,11.61
2016,6385,General Viamonte,96.19,81.49,4.23,9.19,0.06,0.74,-0.48,8.58,96.84,81.05,3.16,18.95,0.35,5.35,2.89,5.29,8.53,27.05,1.81,10.37
2017,6385,General Viamonte,92.13,86.07,5.7,10.71,0.0,0.39,2.17,2.83,96.34,82.61,3.66,17.39,0.11,3.26,2.88,4.65,8.52,24.64,1.47,8.94
2018,6385,General Viamonte,91.45,86.59,5.38,7.5,0.0,0.43,3.17,5.47,98.11,84.97,1.89,15.03,0.63,3.16,3.2,4.37,8.0,29.21,0.96,12.05
2019,6385,General Viamonte,93.71,85.86,5.16,8.75,0.06,1.67,1.08,3.72,98.07,84.74,1.93,15.26,0.29,3.36,5.71,4.19,7.97,28.94,0.84,9.75
2020,6385,General Viamonte,100.18,103.48,0.3,0.0,0.24,0.06,-0.72,-3.54,100.0,98.72,0.0,1.28,0.12,0.18,4.27,3.72,6.5,21.7,0.42,9.36
2021,6385,General Viamonte,95.2,87.79,3.7,6.54,0.06,2.75,1.04,2.92,98.08,89.98,1.92,10.02,0.0,1.61,2.18,0.96,5.44,23.13,0.17,8.24
2022,6385,General Viamonte,96.88,87.52,3.75,6.96,0.06,0.3,-0.68,5.22,97.95,88.64,2.05,11.36,0.0,0.46,3.27,4.42,4.66,18.43,0.28,5.52
2012,6392,General Villegas,95.63,81.26,3.64,11.49,0.09,1.82,0.65,5.42,98.58,80.01,1.42,19.99,0.03,2.93,5.27,2.93,13.61,35.58,2.72,13.38
2013,6392,General Villegas,97.66,77.07,2.2,12.7,0.0,1.8,0.15,8.42,99.41,78.54,0.59,21.46,0.06,2.05,4.92,4.36,10.61,31.68,2.11,12.27
2014,6392,General Villegas,97.38,75.73,2.1,10.99,0.17,0.95,0.35,12.33,98.95,82.04,1.05,17.96,0.22,2.62,4.24,3.48,8.88,35.39,1.67,13.86
2015,6392,General Villegas,96.49,80.25,2.58,11.5,0.17,2.59,0.75,5.67,97.29,79.28,2.71,20.72,0.39,1.36,4.14,4.03,6.72,33.48,1.01,14.76
2016,6392,General Villegas,94.52,77.16,3.63,13.92,0.21,2.22,1.64,6.7,98.19,80.54,1.81,19.46,0.17,2.59,4.26,3.38,7.03,34.47,0.82,14.34
2017,6392,General Villegas,93.6,79.37,4.85,13.79,0.12,2.6,1.43,4.24,96.84,84.91,3.16,15.09,0.51,2.56,3.86,3.11,5.15,35.28,0.45,14.95
2018,6392,General Villegas,94.71,80.79,3.97,12.41,0.09,1.92,1.23,4.88,97.55,81.81,2.45,18.19,0.06,1.66,5.78,2.36,6.7,31.21,0.6,14.16
2019,6392,General Villegas,94.52,85.54,4.49,7.99,0.0,0.3,0.99,6.16,97.95,92.96,2.05,7.04,0.12,2.61,5.11,3.88,5.96,31.76,0.75,13.07
2020,6392,General Villegas,99.61,95.68,0.15,0.03,0.42,0.61,-0.18,3.68,99.94,98.69,0.06,1.31,0.03,0.38,3.6,3.63,6.05,17.48,0.6,6.94
2021,6392,General Villegas,95.95,90.88,2.96,4.61,0.06,0.13,1.03,4.38,99.21,95.34,0.79,4.66,0.03,0.28,1.08,0.63,5.38,24.29,0.39,7.32
2022,6392,General Villegas,96.02,91.76,2.53,5.46,0.06,0.51,1.39,2.27,97.64,92.05,2.36,7.95,0.0,0.19,2.97,2.36,3.36,17.47,0.31,4.77
2012,6014,Adolfo Gonzales Chaves,97.18,82.78,1.99,9.31,0.58,3.78,0.25,4.13,98.5,81.38,1.5,18.62,0.16,2.16,3.08,3.93,5.73,28.73,1.08,8.88
2013,6014,Adolfo Gonzales Chaves,99.66,78.52,1.28,12.52,0.43,3.11,-1.37,5.85,99.24,78.61,0.76,21.39,0.33,3.09,4.46,4.11,4.53,25.41,0.68,8.04
2014,6014,Adolfo Gonzales Chaves,97.05,81.45,1.01,9.95,0.17,4.62,1.77,3.98,99.4,85.22,0.6,14.78,0.58,3.24,3.34,3.98,4.05,29.05,0.67,9.14
2015,6014,Adolfo Gonzales Chaves,93.95,83.39,1.58,10.69,0.35,2.21,4.12,3.71,98.93,83.26,1.07,16.74,0.6,0.69,3.14,4.9,3.6,25.44,0.88,8.3
2016,6014,Adolfo Gonzales Chaves,98.23,86.54,2.75,10.11,0.35,2.46,-1.33,0.88,98.52,84.5,1.48,15.5,0.0,2.65,3.66,5.44,3.64,24.89,0.35,10.29
2017,6014,Adolfo Gonzales Chaves,96.53,81.7,1.96,14.04,1.07,6.35,0.45,-2.09,99.53,87.72,0.47,12.28,0.0,1.86,1.87,3.59,4.61,25.48,0.18,10.61
2018,6014,Adolfo Gonzales Chaves,98.92,88.36,1.26,8.11,0.54,4.26,-0.72,-0.74,99.9,89.32,0.1,10.68,0.0,1.66,4.55,2.67,4.5,23.67,0.27,9.39
2019,6014,Adolfo Gonzales Chaves,95.4,82.62,2.17,12.01,0.17,6.97,2.25,-1.6,99.52,86.75,0.48,13.25,0.0,0.69,2.62,5.4,2.34,21.33,0.09,8.02
2020,6014,Adolfo Gonzales Chaves,99.47,97.09,0.44,0.33,0.44,0.5,-0.35,2.08,99.56,98.64,0.44,1.36,0.09,0.0,4.62,2.93,4.56,28.54,0.18,11.23
2021,6014,Adolfo Gonzales Chaves,98.29,89.0,1.79,8.52,0.0,0.08,-0.09,2.4,98.88,88.04,1.12,11.96,0.0,0.0,1.22,1.26,1.71,17.54,0.0,6.45
2022,6014,Adolfo Gonzales Chaves,97.69,95.3,1.45,2.97,0.09,0.41,0.77,1.32,98.88,89.72,1.12,10.28,0.0,0.0,3.97,2.55,1.8,18.62,0.0,7.5
2012,6399,Guamini,98.05,83.73,2.63,9.8,0.34,1.88,-1.02,4.59,97.96,86.2,2.04,13.8,0.0,4.16,3.77,5.85,10.2,25.76,1.1,9.38
2013,6399,Guamini,99.16,90.05,1.35,4.08,1.1,1.15,-1.6,4.71,98.7,94.54,1.3,5.46,0.08,2.88,3.21,3.15,9.52,22.51,1.1,8.69
2014,6399,Guamini,94.6,88.18,2.23,4.55,0.17,0.2,3.0,7.07,98.95,91.05,1.05,8.95,0.0,2.74,4.85,2.88,9.6,24.04,1.63,9.09
2015,6399,Guamini,97.09,90.53,2.12,3.42,0.09,1.01,0.71,5.04,98.47,92.29,1.53,7.71,0.0,1.99,5.61,4.4,5.82,20.85,0.44,5.24
2016,6399,Guamini,94.07,85.04,3.15,9.09,0.0,0.59,2.78,5.28,98.47,88.54,1.53,11.46,0.0,2.11,4.87,2.49,4.35,21.51,0.74,7.04
2017,6399,Guamini,94.6,82.66,4.27,10.17,0.0,0.0,1.14,7.17,98.37,90.66,1.63,9.34,0.0,3.55,5.24,3.54,5.21,20.54,0.76,7.95
2018,6399,Guamini,93.2,89.46,4.21,8.12,0.38,0.1,2.2,2.32,98.05,92.91,1.95,7.09,0.0,1.81,4.31,3.84,6.23,17.25,0.96,6.63
2019,6399,Guamini,94.69,87.38,4.34,11.18,0.1,0.29,0.87,1.16,98.24,93.03,1.76,6.97,0.0,1.58,4.73,2.95,5.89,16.18,0.68,6.17
2020,6399,Guamini,99.15,97.69,0.75,0.29,0.0,0.0,0.09,2.02,100.0,97.91,0.0,2.09,0.0,0.39,4.21,3.72,5.85,17.9,0.94,8.28
2021,6399,Guamini,95.93,93.28,3.22,4.76,0.47,0.0,0.38,1.96,98.77,92.59,1.23,7.41,0.0,0.92,2.67,1.17,3.69,19.14,0.19,5.42
2022,6399,Guamini,96.05,91.78,2.63,4.64,1.69,0.0,-0.38,3.58,98.3,89.3,1.7,10.7,0.0,1.13,1.76,1.85,4.14,13.06,0.38,5.22
2012,6406,Hipolito Yrigoyen,93.44,68.71,3.02,19.8,0.0,0.68,3.54,10.81,96.24,73.12,3.76,26.88,0.6,7.26,3.4,6.99,9.27,44.14,2.6,19.57
2013,6406,Hipolito Yrigoyen,98.39,71.12,1.4,17.45,0.0,0.36,0.22,11.07,98.16,76.85,1.84,23.15,0.73,5.18,5.54,5.17,11.08,37.18,2.69,18.05
2014,6406,Hipolito Yrigoyen,96.18,67.96,2.23,15.96,0.0,0.23,1.59,15.85,97.61,78.74,2.39,21.26,0.63,8.14,3.01,7.41,9.65,36.74,1.91,19.01
2015,6406,Hipolito Yrigoyen,96.68,80.34,2.1,10.07,0.33,0.74,0.89,8.85,97.48,82.05,2.52,17.95,0.43,3.7,3.44,7.34,6.95,31.57,2.32,16.34
2016,6406,Hipolito Yrigoyen,95.28,76.33,3.65,12.7,0.21,0.25,0.86,10.73,96.76,79.54,3.24,20.46,0.1,4.41,4.88,7.4,6.87,34.65,1.72,13.44
2017,6406,Hipolito Yrigoyen,91.68,85.29,5.12,11.76,0.0,1.79,3.2,1.15,96.09,88.47,3.91,11.53,0.62,2.09,3.23,4.53,7.68,27.88,1.92,11.64
2018,6406,Hipolito Yrigoyen,95.93,83.46,4.95,12.92,0.11,2.07,-0.99,1.55,98.02,91.27,1.98,8.73,0.0,5.33,4.14,6.03,7.58,27.39,1.54,10.59
2019,6406,Hipolito Yrigoyen,94.04,79.86,4.88,12.36,0.43,0.23,0.65,7.55,98.27,88.86,1.73,11.14,0.1,3.53,3.29,7.07,8.02,28.49,1.08,11.21
2020,6406,Hipolito Yrigoyen,100.11,96.72,0.0,0.11,0.11,0.45,-0.22,2.71,100.0,100.0,0.0,0.0,0.11,0.12,4.24,5.57,7.58,31.64,0.97,11.86
2021,6406,Hipolito Yrigoyen,90.88,86.2,5.94,5.27,0.53,0.11,2.65,8.42,99.03,91.34,0.97,8.66,0.0,3.65,2.03,2.25,4.98,10.66,0.85,3.48
2022,6406,Hipolito Yrigoyen,94.68,89.76,3.66,4.78,0.22,0.34,1.44,5.12,98.64,91.5,1.36,8.5,0.86,0.8,2.51,5.54,7.1,20.36,0.33,5.57
2012,6408,Hurlingham,97.82,80.75,1.72,11.6,0.18,0.74,0.28,6.92,98.25,77.02,1.75,22.98,0.07,1.95,3.43,3.44,10.76,39.28,2.66,16.42
2013,6408,Hurlingham,97.62,84.93,1.04,8.66,0.25,1.84,1.09,4.58,98.86,78.89,1.14,21.11,0.17,1.36,3.01,4.17,8.3,34.53,1.9,15.41
2014,6408,Hurlingham,97.78,79.41,1.36,7.76,0.05,2.1,0.81,10.73,98.62,80.6,1.38,19.4,0.15,0.86,2.6,3.54,7.67,34.34,1.79,14.36
2015,6408,Hurlingham,96.39,82.79,2.76,10.63,0.07,1.79,0.78,4.78,97.64,78.61,2.36,21.39,0.14,1.02,3.44,3.06,6.55,33.63,1.28,14.35
2016,6408,Hurlingham,95.58,84.8,2.95,9.4,0.05,1.7,1.43,4.1,97.28,79.49,2.72,20.51,0.08,1.34,2.65,3.75,6.53,33.56,1.22,14.02
2017,6408,Hurlingham,95.99,83.82,3.1,10.7,0.12,2.08,0.79,3.4,97.92,80.92,2.08,19.08,0.04,0.88,2.93,3.12,6.36,31.87,1.2,12.57
2018,6408,Hurlingham,95.6,87.48,2.92,9.37,0.14,1.76,1.34,1.38,98.57,83.76,1.43,16.24,0.02,0.57,2.81,3.49,6.55,29.13,1.13,11.56
2019,6408,Hurlingham,97.7,88.54,2.31,8.63,0.38,0.95,-0.38,1.89,98.45,86.83,1.55,13.17,0.07,0.23,3.38,3.46,5.98,26.98,0.95,9.92
2020,6408,Hurlingham,99.07,100.03,0.06,0.03,0.01,0.54,0.87,-0.6,100.0,97.6,0.0,2.4,0.01,0.08,3.52,3.21,4.41,24.44,0.46,8.71
2021,6408,Hurlingham,96.99,92.15,2.01,5.99,0.09,0.7,0.91,1.16,98.37,92.81,1.63,7.19,0.01,0.09,1.41,0.93,3.5,23.04,0.48,8.37
2022,6408,Hurlingham,98.08,90.5,2.13,5.85,0.1,0.35,-0.31,3.29,97.98,86.98,2.02,13.02,0.04,0.2,3.09,2.22,4.25,20.88,0.5,6.84
2012,6410,Ituzaingo,96.83,81.14,2.33,11.01,0.06,1.23,0.78,6.62,97.94,81.38,2.06,18.62,0.27,1.32,2.1,3.66,7.9,36.26,1.8,14.89
2013,6410,Ituzaingo,98.32,83.55,1.27,11.32,0.01,2.08,0.4,3.05,98.63,79.61,1.37,20.39,0.21,1.7,2.84,3.35,6.58,32.46,1.39,14.13
2014,6410,Ituzaingo,97.88,85.38,1.31,8.78,0.01,1.18,0.8,4.66,98.64,80.29,1.36,19.71,0.13,1.43,2.6,3.41,5.72,31.32,1.27,13.16
2015,6410,Ituzaingo,97.48,83.96,1.61,9.52,0.09,1.9,0.83,4.62,98.3,80.51,1.7,19.49,0.19,0.72,3.16,4.01,5.65,30.41,1.05,12.57
2016,6410,Ituzaingo,96.22,80.87,3.08,10.54,0.03,1.49,0.68,7.1,97.36,80.4,2.64,19.6,0.1,0.76,2.79,3.71,4.82,29.15,0.78,11.44
2017,6410,Ituzaingo,96.57,83.87,2.65,11.56,0.06,2.0,0.73,2.58,97.96,82.01,2.04,17.99,0.13,0.3,3.19,2.86,5.05,29.35,0.91,11.36
2018,6410,Ituzaingo,97.2,85.82,2.93,10.27,0.3,1.43,-0.42,2.48,97.69,85.68,2.31,14.32,0.07,0.24,3.02,2.88,4.81,29.21,1.06,12.36
2019,6410,Ituzaingo,97.1,86.93,2.37,9.08,0.4,1.06,0.13,2.94,98.36,86.37,1.64,13.63,0.09,0.41,2.58,2.66,5.96,26.02,1.07,10.85
